Add Amazon 1_year CSV with top interview questions1,Two Sum,EASY,100.0,https://leetcode.com/problems/two-sum/,Amazon,1_year
42,Trapping Rain Water,HARD,88.5,https://leetcode.com/problems/trapping-rain-water/,Amazon,1_year
146,LRU Cache,MEDIUM,85.3,https://leetcode.com/problems/lru-cache/,Amazon,1_year
121,Best Time to Buy and Sell Stock,EASY,83.2,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,Amazon,1_year
3,Longest Substring Without Repeating Characters,MEDIUM,81.7,https://leetcode.com/problems/longest-substring-without-repeating-characters/,Amazon,1_year
